image_id,quality,layout,vocabulary_type,resolution_type,gt,pred,correct,error_type,note
4964,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4965,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4966,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4967,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4968,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4969,middle,vertical,IV,low,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
4970,middle,vertical,IV,low,枣庄ZAOZHUANG,枣庄ZAOZHUANG,True,correct,
4971,middle,vertical,IV,low,桐庐,桐庐,True,correct,
4972,middle,vertical,IV,low,江苏盐城JIANGSUYANCHENG,江苏盐城JIANGSUYANCHENG,True,correct,
4973,middle,vertical,IV,low,池州港CHIZHOUGANG,池州港CHIZHOUGANG,True,correct,
4974,middle,vertical,IV,low,泰州,泰州,True,correct,
4975,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4976,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4977,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4978,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4979,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4980,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4981,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4982,middle,vertical,IV,low,泰州TAIZHOU,泰州港TAIZHOUGANG,False,length_error,
4983,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4984,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4985,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4986,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4987,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4988,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4989,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4990,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4991,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4992,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4993,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4994,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4995,middle,vertical,IV,low,泰州TAIZHOU,泰州TAIZHOU,True,correct,
4996,middle,vertical,IV,low,泰州港,泰州港,True,correct,
4997,middle,vertical,IV,low,泰州港,泰州港,True,correct,
4998,middle,vertical,IV,low,泰州港,泰州港,True,correct,
4999,middle,vertical,IV,low,泰州港,泰州港,True,correct,
5000,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5001,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5002,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5003,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5004,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港,False,length_error,
5005,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5006,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5007,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5008,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5009,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5010,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5011,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5012,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5013,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5014,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5015,middle,vertical,IV,low,泰州港TAIZHOUGANG,淮南HUAINAN,False,length_error,
5016,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5017,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5018,middle,vertical,IV,low,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
5019,middle,vertical,IV,low,济宁JINING,济宁,False,length_error,
5020,middle,vertical,IV,low,济宁JINING,济宁JINING,True,correct,
5021,middle,vertical,IV,low,济宁JINING,济宁JINING,True,correct,
5022,middle,vertical,IV,low,济宁JINING,济宁JINING,True,correct,
5023,middle,vertical,IV,low,济宁JINING,济宁JINING,True,correct,
5024,middle,vertical,IV,low,济宁JINING,济宁JINING,True,correct,
5025,middle,vertical,IV,low,济宁港,济宁港,True,correct,
5026,middle,vertical,IV,low,淮北港HUAIBEIGANG,淮北港HUAIBEIGANG,True,correct,
5027,middle,vertical,IV,low,淮南,淮南,True,correct,
5028,middle,vertical,IV,low,淮南,淮南,True,correct,
5029,middle,vertical,IV,low,淮南,淮南,True,correct,
5030,middle,vertical,IV,low,淮南HUAINAN,淮南HUAINAN,True,correct,
5031,middle,vertical,IV,low,淮南HUAINAN,淮南HUAINAN,True,correct,
5032,middle,vertical,IV,low,淮南HUAINAN,淮南港,False,length_error,
5033,middle,vertical,IV,low,淮南港,淮南港,True,correct,
5034,middle,vertical,IV,low,淮南港HUAINANGANG,淮南港HUAINANGANG,True,correct,
5035,middle,vertical,IV,low,淮安,淮安HUAIAN,False,length_error,
5036,middle,vertical,IV,low,淮安,淮安,True,correct,
5037,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5038,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5039,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5040,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5041,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5042,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5043,middle,vertical,IV,low,淮安HUAIAN,淮安HUAIAN,True,correct,
5044,middle,vertical,IV,low,淮安港HUAIANGANG,淮安港HUAIANGANG,True,correct,
5045,middle,vertical,IV,low,淮安港HUAIANGANG,淮安港HUAIANGANG,True,correct,
5046,middle,vertical,IV,low,淮安港HUAIANGANG,淮安港HUAIANGANG,True,correct,
5047,middle,vertical,IV,low,湖州,湖州,True,correct,
5048,middle,vertical,IV,low,湖州HUZHOU,湖州HUZHOU,True,correct,
5049,middle,vertical,IV,low,湖州HUZHOU,湖州HUZHOU,True,correct,
5050,middle,vertical,IV,low,湖州HUZHOU,湖州HUZHOU,True,correct,
5051,middle,vertical,IV,low,湖州HUZHOU,湖州HUZHOU,True,correct,
5052,middle,vertical,IV,low,湖州港,湖州港,True,correct,
5053,middle,vertical,IV,low,湖州港,湖州港,True,correct,
5054,middle,vertical,IV,low,湖州港,湖州港,True,correct,
5055,middle,vertical,IV,low,湖州港,湖州港,True,correct,
5056,middle,vertical,IV,low,湖州港,湖州港,True,correct,
5057,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5058,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5059,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5060,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5061,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5062,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5063,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5064,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5065,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5066,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5067,middle,vertical,IV,low,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
5068,middle,vertical,IV,low,滁州,滁州,True,correct,
5069,middle,vertical,IV,low,滁州CHUZHOU,滁州CHUZHOU,True,correct,
5070,middle,vertical,IV,low,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,True,correct,
5071,middle,vertical,IV,low,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,True,correct,
5072,middle,vertical,IV,low,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,True,correct,
5073,middle,vertical,IV,low,盐城,盐城,True,correct,
5074,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5075,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5076,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5077,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5078,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5079,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5080,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5081,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5082,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5083,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5084,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5085,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5086,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5087,middle,vertical,IV,low,盐城YANCHENG,盐城YANCHENG,True,correct,
5088,middle,vertical,IV,low,盐城港,盐城港,True,correct,
5089,middle,vertical,IV,low,盐城港,盐城港,True,correct,
5090,middle,vertical,IV,low,盐城港,盐城港,True,correct,
5091,middle,vertical,IV,low,盐城港,盐城港,True,correct,
5092,middle,vertical,IV,low,盐城港,盐城港,True,correct,
5093,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5094,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港,False,length_error,
5095,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5096,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5097,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5098,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5099,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5100,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5101,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5102,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5103,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5104,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5105,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5106,middle,vertical,IV,low,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
5107,middle,vertical,IV,low,盐城货YANCHENGHUO,盐城港YANCHENGGANG,False,length_error,
5108,middle,vertical,IV,low,绍兴,绍兴,True,correct,
5109,middle,vertical,IV,low,绍兴,绍兴,True,correct,
5110,middle,vertical,IV,low,绍兴,绍兴SHAOXING,False,length_error,
5111,middle,vertical,IV,low,绍兴,绍兴,True,correct,
5112,middle,vertical,IV,low,绍兴,绍兴,True,correct,
5113,middle,vertical,IV,low,绍兴,绍兴港,False,length_error,
5114,middle,vertical,IV,low,绍兴,绍兴港,False,length_error,
5115,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5116,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5117,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5118,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5119,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5120,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5121,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5122,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5123,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5124,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5125,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5126,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5127,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5128,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5129,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5130,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5131,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5132,middle,vertical,IV,low,绍兴SHAOXING,绍兴SHAOXING,True,correct,
5133,middle,vertical,IV,low,绍兴SHAOXING,绍兴,False,length_error,
5134,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5135,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5136,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5137,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5138,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5139,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5140,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5141,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5142,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5143,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5144,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5145,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5146,middle,vertical,IV,low,绍兴港,绍兴港,True,correct,
5147,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5148,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5149,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5150,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5151,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5152,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5153,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5154,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5155,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5156,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5157,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5158,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5159,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5160,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5161,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5162,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5163,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5164,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5165,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5166,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5167,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5168,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5169,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5170,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5171,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5172,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5173,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5174,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5175,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5176,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5177,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5178,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5179,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5180,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5181,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5182,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5183,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5184,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5185,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5186,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5187,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5188,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5189,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5190,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5191,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5192,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5193,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5194,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5195,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5196,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5197,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5198,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5199,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5200,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5201,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5202,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5203,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5204,middle,vertical,IV,low,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
5205,middle,vertical,IV,low,芜湖,芜湖,True,correct,
5206,middle,vertical,IV,low,芜湖,芜湖,True,correct,
5207,middle,vertical,IV,low,芜湖,芜湖,True,correct,
5208,middle,vertical,IV,low,芜湖,芜湖,True,correct,
5209,middle,vertical,IV,low,芜湖WUHU,芜湖WUHU,True,correct,
5210,middle,vertical,IV,low,芜湖WUHU,芜湖WUHU,True,correct,
5211,middle,vertical,IV,low,芜湖港,芜湖港,True,correct,
5212,middle,vertical,IV,low,芜湖港WUHUGANG,芜湖港WUHUGANG,True,correct,
5213,middle,vertical,IV,low,芜湖港WUHUGANG,芜湖港WUHUGANG,True,correct,
5214,middle,vertical,IV,low,芜湖港WUHUGANG,芜湖港WUHUGANG,True,correct,
5215,middle,vertical,IV,low,菏泽港,菏泽港,True,correct,
5216,middle,vertical,IV,low,蚌埠,蚌埠,True,correct,
5217,middle,vertical,IV,low,蚌埠,蚌埠,True,correct,
5218,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5219,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5220,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5221,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5222,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5223,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5224,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5225,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5226,middle,vertical,IV,low,蚌埠BENGBU,蚌埠港BENGBUGANG,False,length_error,
5227,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5228,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5229,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5230,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5231,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5232,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5233,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5234,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5235,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5236,middle,vertical,IV,low,蚌埠BENGBU,蚌埠BENGBU,True,correct,
5237,middle,vertical,IV,low,蚌埠港,蚌埠港BENGBUGANG,False,length_error,
5238,middle,vertical,IV,low,蚌埠港,蚌埠港,True,correct,
5239,middle,vertical,IV,low,蚌埠港,蚌埠港,True,correct,
5240,middle,vertical,IV,low,蚌埠港,蚌埠港,True,correct,
5241,middle,vertical,IV,low,蚌埠港,蚌埠港,True,correct,
5242,middle,vertical,IV,low,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,True,correct,
5243,middle,vertical,IV,low,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,True,correct,
5244,middle,vertical,IV,low,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,True,correct,
5245,middle,vertical,IV,low,连云港LIANYUNGANG,连云港LIANYUNGANG,True,correct,
5246,middle,vertical,IV,low,连云港LIANYUNGANG,连云港LIANYUNGANG,True,correct,
5247,middle,vertical,IV,low,金华港JINHUAGANG,金华港JINHUAGANG,True,correct,
5248,middle,vertical,IV,low,铜陵TONGLING,铜陵TONGLING,True,correct,
5249,middle,vertical,IV,low,铜陵TONGLING,铜陵TONGLING,True,correct,
5250,middle,vertical,IV,low,镇江港ZHENJIANGGANG,镇江港ZHENJIANGGANG,True,correct,
5251,middle,vertical,IV,low,镇江港ZHENJIANGGANG,镇江港ZHENJIANGGANG,True,correct,
5252,middle,vertical,IV,low,阜阳,阜阳,True,correct,
5253,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5254,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5255,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5256,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5257,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5258,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5259,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5260,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5261,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5262,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5263,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5264,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5265,middle,vertical,IV,low,阜阳FUYANG,阜阳FUYANG,True,correct,
5266,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5267,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5268,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5269,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5270,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5271,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5272,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳港FUYANGGANG,True,correct,
5273,middle,vertical,IV,low,阜阳港FUYANGGANG,阜阳FUYANG,False,length_error,
5274,middle,vertical,IV,low,马鞍山MAANSHAN,马鞍山MAANSHAN,True,correct,
5275,middle,vertical,IV,low,马鞍山港MAANSHANGANG,马鞍山港MAANSHANGANG,True,correct,
5276,middle,vertical,IV,low,马鞍山港MAANSHANGANG,马鞍山港MAANSHANGANG,True,correct,
5277,middle,vertical,IV,low,驻马店港ZHUMADIANGANG,驻马店港ZHUMADIANGANG,True,correct,
5278,easy,multi,OOV,normal,中钢货运1858ZHONGGANGHUOYUN,中钢货运1068ZHONGGANGHUOYUN,False,multi_char_error,
5279,easy,multi,OOV,normal,汇海集012HUIHAIJI,汇海集012HUIHAIJI,True,correct,
